QUEST_LV_0400_20161118_000001	凱都拉商團員艾達
QUEST_LV_0400_20161118_001252	印德拉雅打算再封印王陵入口。好像很難再使用王家的紋章，請蒐集庫凱利努瑪尼的法杖給她吧。
QUEST_LV_0400_20161118_001253	好像已充分蒐集重新封印王陵入口需要的法杖數量。請把法杖交給印德拉雅，讓她能重新封印吧。
QUEST_LV_0400_20161118_001254	從庫凱利努瑪尼身上獲取 %s
QUEST_LV_0400_20161118_001255	印德拉雅雖然重新隱藏王陵入口，但知道事實的巴爾泰力斯剩下的合夥人好像很在意。請先與她對話。
QUEST_LV_0400_20161118_001256	消滅庫凱利部族
QUEST_LV_0400_20161118_001257	印德拉雅說還有受巴爾泰力斯指示的庫凱利，會妨礙守密。請照她的請求解決庫凱利族吧。
QUEST_LV_0400_20161118_001258	已除掉印德拉雅請求的庫凱利數量。請回去把這件事告訴她。
QUEST_LV_0400_20161118_001259	消滅庫凱利部族
QUEST_LV_0400_20161118_001260	傳說的證據
QUEST_LV_0400_20161118_001261	和亞奎爾拉斯對話
QUEST_LV_0400_20161118_001262	去跟亞奎爾拉斯對話吧！
QUEST_LV_0400_20161118_001263	採集周圍的植物
QUEST_LV_0400_20161118_001264	請幫助亞奎爾拉斯採集周圍的植物吧
QUEST_LV_0400_20161118_001265	與梅坎對話
QUEST_LV_0400_20161118_001266	請與梅坎對話
QUEST_LV_0400_20161118_001267	和烏格尼斯對話
QUEST_LV_0400_20161118_001268	去跟烏格尼斯對話吧！
QUEST_LV_0400_20161118_001269	取得比爾卡斯的發出臭味的毛
QUEST_LV_0400_20161118_001270	因造箭者之箭的搜查地為比爾卡斯的棲息地，難以進行搜查。烏格尼斯說把有比爾卡斯味道的毛帶著，身上會散發比爾卡斯的味道，怪物們就不會攻擊。請取得有比爾卡斯味道的毛。
QUEST_LV_0400_20161118_001271	消滅比爾卡斯跟比爾卡斯弓箭手以取得 %s
QUEST_LV_0400_20161118_001272	搜索比爾卡斯的 棲息地
QUEST_LV_0400_20161118_001273	雖然想確認比爾卡斯的棲息地是否有造箭者之箭，但因怪物的警戒而不容易搜查。請使用有比爾卡斯味道的毛，消除比爾卡斯的警戒後，於比爾卡斯的棲息地搜查造箭者之箭吧
QUEST_LV_0400_20161118_001274	到凱依內渡口去找傑諾納斯
QUEST_LV_0400_20161118_001275	烏格尼斯說傑諾納斯在凱依內渡口。請前往凱依內渡口，聽傑諾納斯的搜查狀況吧。
QUEST_LV_0400_20161118_001276	和傑諾納斯對話
QUEST_LV_0400_20161118_001277	去跟傑諾納斯對話吧！
QUEST_LV_0400_20161118_001278	前往梅坎的營地去看看
QUEST_LV_0400_20161118_001279	到梅坎的營地去阻止傑諾納斯吧！
QUEST_LV_0400_20161118_001280	去跟造箭者大師對話吧！
QUEST_LV_0400_20161118_001281	取得洛姆貝爾努卡的魔力精髓
QUEST_LV_0400_20161118_001282	為了製作造箭者之箭的探索裝置，需要洛姆貝爾努卡的魔力精髓。請除掉洛姆貝爾努卡，取得魔力精髓吧。
QUEST_LV_0400_20161118_001283	消滅洛姆貝爾努卡取得 %s
QUEST_LV_0400_20161118_001284	取得比爾卡斯的 精髓
QUEST_LV_0400_20161118_001285	為了控制洛姆貝爾努卡的精髓，需要比爾卡斯的精髓。請除掉比爾卡斯，取得比爾卡斯的精髓吧
QUEST_LV_0400_20161118_001286	消滅比爾卡斯後取得 %s
QUEST_LV_0400_20161118_001287	利用造箭者之箭探測裝置取得造箭者之箭
QUEST_LV_0400_20161118_001288	請用完成的造箭者之箭探索裝置，尋找造箭者之箭吧
QUEST_LV_0400_20161118_001289	梅伊班的遺願
QUEST_LV_0400_20161118_001290	和祭司林塔斯對話
QUEST_LV_0400_20161118_001291	去跟祭司林塔斯對話
QUEST_LV_0400_20161118_001292	找尋變身魔法解除文件
QUEST_LV_0400_20161118_001293	請依怪物找回分散的解除變形魔法文件。
QUEST_LV_0400_20161118_001294	找到了%s 
QUEST_LV_0400_20161118_001295	利用活力之球去取得寶珠
QUEST_LV_0400_20161118_001296	解除封印需要的寶珠因怪物分散了。祭司林塔斯想利用活力之球找回寶珠。使用活力之球的話，珠裡的魔力會流出，移動至寶珠。請跟隨活力之球裡散發的魔力，尋找寶珠吧。
QUEST_LV_0400_20161118_001297	跟隨祭司林塔斯
QUEST_LV_0400_20161118_001298	祭司林塔斯已找到卡杜梅爾國王的紀念碑。請跟隨祭司林塔斯。
QUEST_LV_0400_20161118_001299	與祭司林塔斯一起尋找卡杜梅爾國王
QUEST_LV_0400_20161118_001300	祭司林塔斯想尋找卡杜梅爾國王的第二個紀念碑。與他一起尋找卡杜梅爾國王的第二個紀念碑吧。移動亞卡汀三岔路口的話，林塔斯會探索周圍。
QUEST_LV_0400_20161118_001301	找尋美泰爾藥草
QUEST_LV_0400_20161118_001302	因為紀念碑附近的蕨葉散發的孢子，祭司林塔斯出現麻痺症狀。緩和麻痺症狀需要米泰力藥草。請於亞烏斯內空地及其周圍取得米泰力藥草。
QUEST_LV_0400_20161118_001303	取得比爾卡斯的閃亮亮皮膚
QUEST_LV_0400_20161118_001304	因為紀念碑周圍的蕨葉，所以難以確認紀念碑，得將蕨葉全燒掉。請用比爾卡斯乾燥的皮膚燒掉蕨葉吧
QUEST_LV_0400_20161118_001305	燃燒蕨葉
QUEST_LV_0400_20161118_001306	請利用比爾卡斯乾燥的皮膚，燒掉蕨葉吧。
QUEST_LV_0400_20161118_001307	利用探測器尋找卡杜梅爾國王的紀念碑
QUEST_LV_0400_20161118_001308	祭司林塔斯的蕨葉孢子後遺症似乎還沒消失。請用探測器來代替尋找卡杜梅爾國王的紀念碑
QUEST_LV_0400_20161118_001309	用探測器發現看起來像紀念碑的東西。請告訴林塔斯這件事。
QUEST_LV_0400_20161118_001310	去跟祭司林塔斯對話吧！
QUEST_LV_0400_20161118_001311	尋找卡杜梅爾國王第3個紀念碑碎片
QUEST_LV_0400_20161118_001312	雖然找到了卡杜梅爾國王的第三個紀念碑，但許多部份已毀損，很難掌握紀念碑的內容。想掌握紀念碑的內容的話，得找到紀念碑破片。請仔細觀察周圍的石頭碎片，尋找紀念碑破片吧。
QUEST_LV_0400_20161118_001313	除草作業
QUEST_LV_0400_20161118_001314	與祭司奇達斯對話
QUEST_LV_0400_20161118_001315	去跟與祭司奇達斯對話吧！
QUEST_LV_0400_20161118_001316	取得比爾卡斯的唾液腺
QUEST_LV_0400_20161118_001317	卡杜梅爾國王的紀念碑被硬草纏繞住，難以閱讀內容。想製作除草劑，移除硬草。聽說餵比爾卡斯吃米堤哈林草的話，會從比爾卡斯的唾液腺中產生可移除硬草的口水。請於比爾卡斯變弱時餵米堤哈林草，取得比爾卡斯的唾液腺吧。
QUEST_LV_0400_20161118_001318	去見祭司布魯納斯
QUEST_LV_0400_20161118_001319	祭司奇達斯說很擔心去了芙塔斯空地還沒來的祭司布魯納斯。請於普達斯空地尋找祭司布魯納斯吧。
QUEST_LV_0400_20161118_001320	祭司布魯納斯對話
QUEST_LV_0400_20161118_001321	去跟祭司布魯納斯對話吧！
QUEST_LV_0400_20161118_001322	回收造箭者之箭
QUEST_LV_0400_20161118_001323	去回收造箭者之箭吧！
QUEST_LV_0400_20161118_001324	與奧爾拉對話
QUEST_LV_0400_20161118_001325	去跟奧爾拉對話吧！
QUEST_LV_0400_20161118_001326	去見里耶爾
QUEST_LV_0400_20161118_001327	歐拉說梨耶默默地出去難民村外面。因為難民村外面都是危險的怪物，所以歐拉很擔心。請尋找梨耶吧。
QUEST_LV_0400_20161118_001328	尋找白樹林飛蛾的蟲蛹
QUEST_LV_0400_20161118_001329	梨耶說修理營地需要白木飛蛾的繭。請代替面對怪物會不安全的歐拉與梨耶，蒐集白木飛蛾的繭吧。
QUEST_LV_0400_20161118_001330	把白樹林飛蛾的蟲蛹轉交給奧爾拉
QUEST_LV_0400_20161118_001331	已取得白木飛蛾的繭。請回到歐拉身邊，把繭交給她吧。
QUEST_LV_0400_20161118_001332	從附近的樹林裡尋找 %s 
QUEST_LV_0400_20161118_001333	和柯提斯對話
QUEST_LV_0400_20161118_001334	去跟柯提斯對話吧！
QUEST_LV_0400_20161118_001335	利用糧食來取得實用的物品
QUEST_LV_0400_20161118_001336	柯提斯說難民的糧食不足。請抓到普羅雷比，取得頭上的花吧。
QUEST_LV_0400_20161118_001337	這麼多的話，好像就足夠了。請帶去給柯提斯。
QUEST_LV_0400_20161118_001338	消滅普羅雷比取得 %s 
QUEST_LV_0400_20161118_001339	製作柵欄修理工具需要的木材
QUEST_LV_0400_20161118_001340	柯提斯說雖然為了幫助難民們免於怪物侵擾，製作了柵欄，但因為很粗劣，隨時得修理才行。他說要加工木頭，用做成的材料修理柵欄。請取得可用的木頭後，使用木材製作道具，製作柵欄修理用木材吧。
QUEST_LV_0400_20161118_001341	修理柵欄
QUEST_LV_0400_20161118_001342	使用修理柵欄用的木材來維修柵欄吧！
QUEST_LV_0400_20161118_001343	已修理所有柵欄。問問柯提斯還有沒有需要幫忙的吧。
QUEST_LV_0400_20161118_001344	取得普羅雷比的皮革
QUEST_LV_0400_20161118_001345	聽說米雪勘森林到了晚上就會變很冷。所以雖然難民們活用普羅倫的皮，製作衣服與寢具，但聽說普羅倫很凶狠，並不容易。請除掉普羅倫，取皮給他們吧。
QUEST_LV_0400_20161118_001346	已取得所有皮。現在請帶去給柯提斯。
QUEST_LV_0400_20161118_001347	取得蘭朵林草
QUEST_LV_0400_20161118_001348	柯提斯說白木上有毒。毒滲入地下水，現在水已經不能喝了。將蘭朵林草放進水中的話，毒性就會被淨化。請將未淨化的地下水灑在地面，尋找葉子變黃的蘭朵林草吧。
QUEST_LV_0400_20161118_001349	已取得足夠的蘭朵林草，請回到柯提斯身邊。
QUEST_LV_0400_20161118_001350	去跟柯提斯對話吧！
QUEST_LV_0400_20161118_001351	回收零件布袋
QUEST_LV_0400_20161118_001352	纜車變得很舊，容易有小故障。每當有小故障時，就必須修理，但怪物們偷走了裝有修理零件的布袋。請消滅怪物，回收布袋吧。
QUEST_LV_0400_20161118_001353	已回收所有零件布袋。現在請帶去給柯提斯。
QUEST_LV_0400_20161118_001354	消滅怪物回收 %s 
QUEST_LV_0400_20161118_001355	消謬農耕地裡的怪物
QUEST_LV_0400_20161118_001356	柯提斯說因為農耕地裡的怪物，而難以種田。請消滅怪物，找回農耕地吧。
QUEST_LV_0400_20161118_001357	消滅帕貝凱利亞農耕地的 %s 
QUEST_LV_0400_20161118_001358	柯提斯請求將難民們的狀況告訴大都市。請向柯拉佩達的騎士團長烏斯卡告訴他們的狀況，並請求幫忙吧。
QUEST_LV_0400_20161118_001359	回收散落四處的文件
QUEST_LV_0400_20161118_001360	已獲得文件
