ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20150317_006060	強化裝備之後，可以提升裝備的基本性能。
ETC_20150317_006061	使用{img F2 40 40}鍵打開背包，
ETC_20150317_006062	對道具{img mouseclick_right 40 40}後，可以開始強化裝備。
ETC_20150317_006063	道具可以向商人NPC購買或是獵殺怪物取得。
ETC_20150317_006064	使用鐵砧之後，選擇已配戴或所持中的裝備時，會出現強化視窗。
ETC_20150317_006065	在裝備強化窗點擊
ETC_20150317_006066	鈕後，會在角色附近
ETC_20150317_006067	產生。此時如果進行三次打擊
ETC_20150317_006068	可以完成強化。
ETC_20150317_006069	如果在裝備強化上成功，該裝備的主要點數會提升，
ETC_20150317_006070	，不會減少。
ETC_20150317_006071	如果強化失敗了，該裝備的強化效果會全部重置，
ETC_20150317_006072	減少1點數。
ETC_20150317_006073	收集
ETC_20150317_006074	如果得到卡片組完成圖鑑，就可以獲得有用的效果。
ETC_20150317_006075	關於圖鑑
ETC_20150317_006076	卡片
ETC_20150317_006077	透過道具可以活性化。
ETC_20150317_006078	道具可以透過各種途徑獲得，如果使用
ETC_20150317_006079	，會增加於此。
ETC_20150317_006080	已登錄的
ETC_20150317_006081	使用 {img F8 40 40} 鍵可以確認。
ETC_20150317_006082	選擇想完成的
ETC_20150317_006083	的情報，可以獲得所需要的道具情報。
ETC_20150317_006084	，為了活性化這個，必須獲得該圖鑑所要求的道具，並裝備於該欄位上。
ETC_20150317_006085	如果背包裡有符合圖鑑的道具，請將該圖鑑拖曳到空欄位裝備。
ETC_20150317_006086	完成的圖鑑在下端的
ETC_20150317_006087	，對角色賦予這個。
ETC_20150317_006088	只在完成的圖鑑上
ETC_20150317_006089	，可以獲得。
ETC_20150317_006090	按下滑鼠{img mouseclick_right 40 40}，可以從欄位上清除道具。
ETC_20150317_006091	從欄位上卸掉道具後，該效果就會消失。卸掉的道具會回到背包。
ETC_20150317_006092	相性
ETC_20150317_006093	怪物們各擁有一個元素屬性和防禦屬性。
ETC_20150317_006094	元素屬性擁有和下面一樣的相性。
ETC_20150317_006095	，以該屬性
ETC_20150317_006096	，攻擊該屬性的怪物，會很有效。
ETC_20150317_006097	防禦屬性擁有和下面一樣的屬性。
ETC_20150317_006098	，以該類型的技能
ETC_20150317_006099	布甲防具
ETC_20150317_006100	，攻擊該類型的怪物，會很有效。
ETC_20150317_006101	修理裝備
ETC_20150317_006102	耐久度減少的裝備，可以拜託鐵匠修理。
ETC_20150317_006103	耐久度變成0的裝備，就無法再繼續使用。
ETC_20150317_006104	透過修理窗可以修理耐久度減少的道具。{nl}選擇想要修理的道具後，
ETC_20150317_006105	，若點擊此鍵，所選擇道具的耐久度會恢復至最大值。
ETC_20150317_006106	每個裝備都會被請求既定的修理費用，通常高階的道具會被請求更多的修理費用。
ETC_20150317_006107	在裝備上增加寶石，可以增加有用的效果。
ETC_20150317_006108	持有中的裝備上，如果有鑲嵌槽，可以將寶石插放上去。
ETC_20150317_006109	隨著裝備不同，也有可能會沒有鑲嵌槽。
ETC_20150317_006110	沒有寶石鑲嵌槽的裝備可以拜託鐵匠NPC穿鑿鑲嵌槽。
ETC_20150317_006111	追加鑲嵌槽需要銀幣。
ETC_20150317_006112	滑鼠右鍵點擊背包裡的寶石後，可以附著寶石的道具圖示會活性化。
ETC_20150317_006113	選擇道具後，寶石會附在該道具的鑲嵌槽上。
ETC_20150317_006114	被附著的寶石可以在道具提示訊息上確認。
ETC_20150317_006115	已被賦著在道具上的寶石？
ETC_20150317_006116	鑲嵌槽管理
ETC_20150317_006117	寶石萃取
ETC_20150317_006118	，透過這個可以再次清除。
ETC_20150317_006119	清除時潛力會消耗，請注意。
ETC_20150317_006120	復活
ETC_20150317_006121	使用復活功能後，死掉的角色會再次復活。
ETC_20150317_006122	HP為 0 時，角色會死掉
ETC_20150317_006123	，成為該狀態。
ETC_20150317_006124	狀態下，可以選擇復活方法。
ETC_20150317_006125	在獲得的武器上裝備魔法護身符，可以追加有用的效果。
ETC_20150317_006126	裝備中
ETC_20150317_006127	和
ETC_20150317_006128	可以在道具上裝備魔法護身符。
ETC_20150317_006129	可以裝備魔法護身符的欄位，每個裝備都不同。
ETC_20150317_006130	已裝備的魔法護身符無法清除。
ETC_20150317_006131	魔法護身符無法強化。
ETC_20150317_006132	魔法護身符可透過消滅野外的怪物獲得。
ETC_20150317_006133	使用營火可迅速回復體力或是進行製作、寶石合成等各種事情。
ETC_20150317_006134	在休息模式狀態下
ETC_20150317_006135	設置營火
ETC_20150317_006136	可以設置營火。
ETC_20150317_006137	要使用營火，背包裡必須有材料。{nl}使用{img key1 40 40} ~ {img key9 40 40} 數字鍵可以指定位置。{nl}營火的材料可以透過
ETC_20150317_006138	城市裡的NPC購買。
ETC_20150317_006139	營火在角色周圍選擇位置後，就可以設置。
ETC_20150317_006140	放置木柴。
ETC_20150317_006141	調理
ETC_20150317_006142	散落的補給品
ETC_20150317_006143	補給品寶箱回收方法
ETC_20150317_006144	第一個補給品寶箱散落在東邊森林。
ETC_20150317_006145	在箱子前面使用 {img SPACE 40 40}鍵後，可以回收箱子。
ETC_20150317_006146	寵物
ETC_20150317_006147	寵物活用
ETC_20150317_006148	獲得寵物領養，飼育後，對戰鬥和移動會有幫助。
ETC_20150317_006149	寵物可以向城市的寵物商人領養獲得。
ETC_20150317_006150	寵物商人不止是領養，還販賣寵物專用道具和幫忙訓練。{nl}{nl}
ETC_20150317_006151	如果領養費用足夠，可以立刻獲得領養獲得寵物。
ETC_20150317_006152	領養時，可以給寵物取名稱。{nl}{nl}
ETC_20150317_006153	領養的寵物可以直接搭乘，也可以跟隨角色。
ETC_20150317_006154	靠近寵物後，如果使用{img Alt 40 40} + {img arrowkey_up 40 40}鍵就可以搭乘。使用{img Alt 40 40} + {img arrowkey_down 40 40}鍵就可以下來。{nl}{nl}
ETC_20150317_006155	使用{img F9 40 40}鍵後可以確認目前一直伴隨在身邊的寵物的情報。
ETC_20150317_006156	寵物的經驗值累積後，等級會上升。{nl} {nl}寵物的所有活動
ETC_20150317_006157	，使用這個。{nl} {nl}{nl}
ETC_20150317_006158	，若按下此鍵，可以解除目前一直帶在身邊的寵物。{nl} {nl}如果想要再次讓牠跟隨，
ETC_20150317_006159	，請按此鍵。{nl}{nl}
ETC_20150317_006160	寵物
ETC_20150317_006161	訓練
ETC_20150317_006162	，透過這個可以培養得更強大。
ETC_20150317_006163	使用寵物商人提供的
ETC_20150317_006164	，使用這個功能可以訓練寵物的特性。{nl}{nl}
ETC_20150317_006165	因為寵物的活動而消耗的耐力，可以給予寵物飼料使其恢復。
ETC_20150317_006166	寵物飼料在城市的寵物商人那裡販賣。
ETC_20150317_006167	地下城
ETC_20150317_006168	地下城雖然很危險，但會有特別的獎勵在等著。
ETC_20150317_006169	在地下城登場的怪物們發現到角色後會先攻擊。{nl}請募集組隊成員後，再去挑戰吧！
ETC_20150317_006170	角色在地下城死亡時
ETC_20150317_006171	在最近的地區復活
ETC_20150317_006172	選擇好後，會移動至地下城入口。{nl}進到地下城深處後，一定要隨時小心！
ETC_20150317_006173	寶石可以透過獵殺地下城怪物和BOSS怪物取得。{nl}角色死亡時，有時候會失去寶石。請小心喔！
ETC_20150317_006174	裝備
ETC_20150317_006175	次要武器
ETC_20150317_006176	消費
ETC_20150317_006177	寵物裝備
ETC_20150317_006178	不使用[背包上看不到]
ETC_20150317_006179	噴槍 - 黑色
ETC_20150317_006180	合成道具製作其它道具
ETC_20150317_006181	噴槍 - 紅色
ETC_20150317_006182	噴槍 - 白色
ETC_20150317_006183	噴槍 - 橘色
ETC_20150317_006184	噴槍 - 黃色
ETC_20150317_006185	噴槍 - 綠色
ETC_20150317_006186	紅寶石
ETC_20150317_006187	在地下城發現到的寶石，裝備在鑲嵌槽可以強化裝備，補充魔力之後，可以發揮出更強大的力量，點擊滑鼠右鍵，可以選擇想要的裝備並配戴。
ETC_20150317_006188	藍寶石
ETC_20150317_006189	綠寶石
ETC_20150317_006190	黃寶石
ETC_20150317_006191	測試寶石
ETC_20150317_006192	爪子
ETC_20150317_006193	寵物武器
ETC_20150317_006194	此領域的裝備需要同時具備鐵匠和裝蹄師的才能，因此就算是簡單的爪子也並不簡單。
ETC_20150317_006195	鐵爪
ETC_20150317_006196	具有魔性的有些野獸，因為對鐵敏感，所以和製造秘法有關。
ETC_20150317_006197	鋼爪
ETC_20150317_006198	以耐久力稍加好一些的鋼鐵製作而成。除此之外，和鐵爪差不多。
ETC_20150317_006199	森林爪
ETC_20150317_006200	神樹之日以後，蘊藏著祈求擊退植物怪物的意思。
ETC_20150317_006201	洛卡斯爪
ETC_20150317_006202	此爪的製造法已經失傳，但是在大王關口一帶被考古學者們發現，重新被製作出來。
ETC_20150317_006203	利牙
ETC_20150317_006204	給予幫助，就算牙齒掉下的情形也能夠咬住。
ETC_20150317_006205	鐵牙
ETC_20150317_006206	此種類的道具原本也被做為翅膀使用，製作而成。
ETC_20150317_006207	鋼牙
ETC_20150317_006208	配戴之後，更可以顯露出勇猛性。
ETC_20150317_006209	銀尖牙
ETC_20150317_006210	請不要使用在嘴巴以外的地方。
ETC_20150317_006211	鈦金爪
ETC_20150317_006212	可以看做是獲得主人信賴的確實證據。
ETC_20150317_006213	沉重鈦金爪
ETC_20150317_006214	雖然使用了稍輕的材質，但為了性能還是維持重量。
ETC_20150317_006215	寵物外套
ETC_20150317_006216	寵物防具
ETC_20150317_006217	雖然也有人認為是保溫用，但事實並非如此。
ETC_20150317_006218	寵物鋪棉外套
ETC_20150317_006219	和一般外套相比，耐久度和性能提升高能性高。
ETC_20150317_006220	寵物沉重鋪棉外套
ETC_20150317_006221	因為太耐穿了，船員們說好像使用了帆布。
ETC_20150317_006222	寵物皮革盔甲
ETC_20150317_006223	聽說也有讓馴養怪物穿上怪物皮革的事。
ETC_20150317_006224	寵物沉重皮革盔甲
ETC_20150317_006225	雖然是和馬鞍一體成形的製品，但是並沒有很舒服。
ETC_20150317_006226	寵物鎖鍊鎧甲
ETC_20150317_006227	必須好好訓練寵物當鎖鍊斷掉時不會吞食鎖鍊。
ETC_20150317_006228	寵物鋼鐵鎖鍊鎧甲
ETC_20150317_006229	聽說破損時整個解掉，不需要重新編扎，可以修理。
ETC_20150317_006230	寵物鱗甲鎧甲
ETC_20150317_006231	配戴在毛很多的種類上時，需要費心通風的問題。
ETC_20150317_006232	寵物沉重鱗甲鎧甲
ETC_20150317_006233	就算快速的移動，也不會鱗甲震動的聲音。
ETC_20150317_006234	寵物鋼鐵盔甲
ETC_20150317_006235	很意外地，也有用很廉價的材料製做成的盔甲。
ETC_20150317_006236	寵物全鋼鐵盔甲
ETC_20150317_006237	請在視野和行動上不造成防礙，進行配戴。
ETC_20150317_006238	{s18}{#001100}完成任務時，按下返回按鈕就會瞬間移動至NPC那裡。{/}
ETC_20150317_006239	{s18}{#001100}使用商店可以購買道具。{/}
ETC_20150317_006240	{s18}{#001100}攻擊發光的地方或是對話時，可以獲得道具。{/}
ETC_20150317_006241	{s18}{#001100}破壞樹根水晶後，可以恢復所不足夠的耐力。{/}
ETC_20150317_006242	{s18}{#001100}攻擊後，可以獲得大量的經驗值。{/}
ETC_20150317_006243	{s18}{#001100}攻擊珍寶怪物後，道具就會掉下！{/}
ETC_20150317_006244	{s18}{#001100}在紅旗NPC的附近按下 Space鍵就可以進行任務。{/}
ETC_20150317_006245	{s18}{#001100}於圖鑑上收集道具可以提升能力值。{/}
ETC_20150317_006246	劍士利用很強的抗打和多樣的武器，來對付近距離湧上的敵人。
ETC_20150317_006247	高地戰士
ETC_20150317_006248	高地戰士是使用雙手劍的強硬劍士。因為利用敵人可以摔撞其他敵人或地形物，對付多數的敵人相當有利。
ETC_20150317_006249	輕裝步兵
ETC_20150317_006250	輕裝步兵是可使用盾牌抵擋敵人攻擊，並挑撥引誘敵人的防禦型劍士。
ETC_20150317_006251	使用長槍的重裝步兵射程距離較長，面對中型以上又大又強的敵人時，會獲得紅利。
ETC_20150317_006252	百夫長
ETC_20150317_006253	具備陣營後，指揮戰鬥的職業
ETC_20150317_006254	野蠻人
ETC_20150317_006255	為了勝利不拘泥形式什麼都肯做的野蠻人是魯莽又好戰的劍士。
ETC_20150317_006256	鐵甲騎兵
ETC_20150317_006257	專門使用兩手槍的鐵甲騎兵是突破敵人防禦線並給予粉碎的騎兵職業。
ETC_20150317_006258	海賊
ETC_20150317_006259	雙酬傭兵
ETC_20150317_006260	圓盾劍士
ETC_20150317_006261	圓盾劍士是奇襲敵人並使其瓦解的戰鬥專門家。使用盾牌的防禦技術能有效抵擋遠距離攻擊。
ETC_20150317_006262	侍從
ETC_20150317_006263	忍者
ETC_20150317_006264	使用魔法阻止對方的攻擊或是保護自身的法師是廣域攻擊的職業，對一個對象傾瀉強力的攻擊或是可以對多數的敵人進行廣域攻擊。
ETC_20150317_006265	烈焰法師
ETC_20150317_006266	掌管火的烈焰法師可使用強力的火焰持續魔法，鎮壓許多敵人。
ETC_20150317_006267	寒冰法師
ETC_20150317_006268	操縱寒冰的寒冰法師能夠用強力的魔法凍結敵人或是用冰壁困住敵人輔助同伴。
ETC_20150317_006269	念力法師
ETC_20150317_006270	念力法師可以使用念動力操作重力，可以吸引或是拋投敵人。
ETC_20150317_006271	鍊金術士
ETC_20150317_006272	召喚惡靈並自由自在使喚的職業
ETC_20150317_006273	鎖鏈手
ETC_20150317_006274	鎖鏈法師可以將同伴互相連結減少傷害量或是綁住敵人增加給予敵人的傷害量。
ETC_20150317_006275	時空法師
ETC_20150317_006276	時間魔導士
ETC_20150317_006277	死靈法師
ETC_20150317_006278	累積怪物的魔法碎片並使用的職業
ETC_20150317_006279	奇術師
ETC_20150317_006280	奇術師活用變化對象的屬性和形態的魔法。能夠讓敵人產生微小變化或是強化同伴的身體，有助於戰鬥。
ETC_20150317_006281	元素使
ETC_20150317_006282	元素使是掌管元素的魔法師。擁有強力的攻擊魔法，但是技能再次使用以前需要時間，因此和同伴的合作很重要。
ETC_20150317_006283	模仿者
ETC_20150317_006284	道士
ETC_20150317_006285	弓箭手活用弓和各種輔助裝備，是遠距離戰鬥和移動攻擊很強的職業。
ETC_20150317_006286	獵人
ETC_20150317_006287	獵人是對寵物下達命令，訓練獵殺敵人的職業。咬住目標不放或是找出敵人等使用和主人合作獵殺的技術。
ETC_20150317_006288	弩箭手
ETC_20150317_006289	使用盾牌和弩弓的弩箭手為使用掩蔽物進行戰略性戰鬥的職業，可以防禦敵人遠距離攻擊，也可以用弩弓技術擊退靠近的敵人。
ETC_20150317_006290	遊俠
ETC_20150317_006291	遊俠是使用弓箭在遠距離進行快速射擊的職業，攻擊多數敵人可以發揮最大火力。
ETC_20150317_006292	工兵
ETC_20150317_006293	工兵是設置陷阱的弓箭手，引誘敵軍來自己設置的陷阱並進行攻擊的職業。
ETC_20150317_006294	巫蠱師
ETC_20150317_006295	專門使用毒的巫蠱師，使用以祕傳的方法所製作的各種蠱毒，攻擊或是蠱惑敵人。
ETC_20150317_006296	刀騎兵
ETC_20150317_006297	斥候
ETC_20150317_006298	善於偵察和滲透的斥候可以隱藏自己的面貌，將周邊的狀況傳達給同伴，有利地引導戰鬥。
ETC_20150317_006299	黑暗騎兵
ETC_20150317_006300	造箭者
ETC_20150317_006301	吹笛人
ETC_20150317_006302	鑑定師
ETC_20150317_006303	牧師是透過女神的恩寵對同伴進行治癒和保護魔清，給予敵軍強烈的打擊。
ETC_20150317_006304	聖水祭司
ETC_20150317_006305	聖水祭司是使用聖水給予同伴祝福，並以神聖的力量讓死去的對象復活的聖職者職業。
ETC_20150317_006306	聖火祭司
