QUEST_00000000_000000	UTF-8-DOM問題迴避用
QUEST_20151001_002615	和你分開之後，我一直用單眼鏡繼續探索… 感知到特殊力量的地方就只有魔族怪物而已，{nl}所以我在想，說不定單眼鏡是可以看到魔族的物品吧…
QUEST_20151001_002616	我要去左邊了。你就去右邊看看有沒有零件。
QUEST_20151001_002617	差一點就被魔族包圍死掉了。
QUEST_20151001_002618	警備兵失去意識了。快點準備炸彈。
QUEST_20151001_002619	成功地轉移王國軍警備兵的視線，{nl}快點前往裡面的區域！
QUEST_20151001_002620	如果下次可以不要用敵人的身分見面就好了，{nl}先回去德魯斯所在的地方。
QUEST_20151001_002621	雖然是入侵者，但也沒有辦法，{nl}先回到同伴們在的地方。
QUEST_20151001_002622	真是難堪。竟然獲得入侵者的幫忙…{nl}不管怎樣，先回去吧。
QUEST_20151001_002623	你侵入大地要塞是不可能就這樣放過你的。{nl}雖然很感謝你幫助我們，但也不能這樣就算了。
QUEST_20151001_002624	雖然非常感謝你幫助我們，但王命不可逆。
QUEST_20151001_002625	請離開大地要塞。
QUEST_20151001_002626	露克立斯部隊靈魂
QUEST_20151001_002627	現在送往女神的身邊。
QUEST_20151001_002628	抵抗變弱了。使用束縛的信物。
QUEST_20151001_002629	普利米歐艾米諾特似乎指使魔族們什麼事情的樣子。
QUEST_20151001_002630	為了預防你逃跑，所以會派一名警備兵跟著你。
QUEST_20151001_002631	朝聖者的路附近有賢者梅伊班建造的大教堂，{nl}那個有名的露克立斯、利迪亞夏班、亞佳伊拉弗羅里都是他的弟子。{nl}
QUEST_20151001_002632	之中的聖殿十字軍大師是在首都內拯救許多人的英雄，{nl}他為了對抗巨大的邪惡，目前正前往斯拉屋塔斯峽谷…
QUEST_20151001_002633	很多人為了知道女神像是誰而和蒙德斯塔斯打賭，但是蒙德斯塔斯到死為止都沒有輸過。
QUEST_20151001_002634	在我死之前，希望佩迪米安可以完全復原。{nl}缺一不可，希望就算是一千個裝載著願望的陶瓷器我也能捏得出來。
QUEST_20151001_002635	希望能在札卡里耶爾的王陵挖掘地點有大發現…
QUEST_20151001_002636	向女神懇求。{nl}希望讓看守者們實現盟約的那天千萬不要到來…
QUEST_20151001_002637	當我闔眼時，如果有許多弟子守護在我身邊就好了。
QUEST_20151001_002638	達到劍之境界的現在，在愛的人懷裡死去是我最後的心願。
QUEST_20151001_002639	為什麼要再次回來呢？{nl}
QUEST_20151001_002640	克拉吉尼平安無事真的太好了，{nl}但從堅持要給我這個東西來看，克拉吉尼似乎還是無法放心的樣子。{nl}
QUEST_20151001_002641	啊，剛剛給你的是路克索那內戰的2章，{nl}夾在克拉吉尼挪走的物品中。請收下吧。{nl}
QUEST_20151001_002642	還有阿爾利那… 我也不太清楚，{nl}分開的時候往下面走去了，說不定在那附近。
QUEST_20151001_002643	轉達了克拉吉尼的故事和物品
QUEST_20151001_002644	請找出阿爾利那…
QUEST_20151001_002645	路克索那內戰2章
QUEST_20151001_002646	歲月流逝又到了冒出綠芽的夏天…{nl}利迪亞夏班徘徊尋找著殺死父母和至親的仇人，{nl}女神結果還是站在她那一邊嗎？{nl}等了又等的時刻終於來臨了。{nl}
QUEST_20151001_002647	在黑暗中，他們其中之一意外地被她的箭射中而倒下。{nl}她不管一對多的局面，他們根本不知道利迪亞夏班在哪裡。{nl}她的箭帶著尖銳聲響劃破空氣撕裂皮膚。{nl}然後，什麼都沒有。只有利迪亞夏班站著。{nl}
QUEST_20151001_002648	利迪亞夏班點燃了火把，{nl}不吉利晃動的火把，飄動的影子…{nl}他想要確認殺死父母和鄰居並燒毀村莊的惡黨們長相。{nl}不認識的人很多，但也在這之中看到了面熟的臉。{nl}他是露克立斯忠誠的部下們，也是她認識的人。{nl}在稍微明亮的時間在不同的地方的話，或許會有更好的狀況，在事情變成這樣之前，可以先好好的處理。{nl}但事情已經發生了，也回不去事件之前。{nl}應該會有什麼理由，像利迪亞夏班像是不得不懲治她的仇人一樣，露克立斯絕對不能放過殺害了部下們的人。{nl}
QUEST_20151001_002649	在黑暗的愧疚感和陌生的困惑裡，她安靜地整理著箭，並慢慢的離開那個地方。{nl}不久之後這消息傳到露克立斯的耳裡。{nl}果然陷入了令人厭惡的計謀裡。{nl}想默默安慰自己後，一點用都沒有。{nl}他和她兩個人都感受到模糊詭計後的影子。{nl}
QUEST_20151001_002650	但是這時候已經太晚了。{nl}充滿愛恨的箭頭奪走了露克立斯的生命以外，就沒有其他可以給的東西了。{nl}或許他的劍只能引導她回到女神的懷抱的.. 沒有要做的事情了。
QUEST_20151001_002651	還有一個事。{nl}你要去追上一個叫露克立斯的名字。{nl}
QUEST_20151001_002652	他最後停留的抗戰地… {nl}拉伊瑪的啟示在大地要塞裡等待著你。{nl}
QUEST_20151001_002653	拉伊瑪女神啊！{nl}終於你所約定的救世者來了…{nl}
QUEST_20151001_002654	千年永眠甦醒時，終於見到女神所說的你。{nl}我的太平盛世內立下功績的王陵建築沒有白蓋，真是太高興了。{nl}
QUEST_20151001_002655	我雖然是開國始祖，你所屬王國的開始，{nl}不是以王的權位而是身為啟示的守護者想要傳達給你而已。{nl}
QUEST_20151001_002656	你是王國的救世者，{nl}可以感受到你是拯救這世界並成為全部女神們意志的至高存在。{nl}
QUEST_20151001_002657	經過千年歲月的現在可以這樣見面，該讚揚女神的旨意… {nl}想要讓你看看在啟示上留下的偉大意志。
QUEST_20151001_002658	如果我沒有順利壓制住的話，士兵也許就全部滅絕了。{nl}會努力的。
QUEST_20151001_002659	…露克立斯在大教堂裡獲得我的指導竟然已經過3年了啊…
QUEST_20151001_002660	萬一魔族們透過轉移縫隙在魔族收監所裡和他們會合的話… {nl}又會變成世界的另外一個威脅。
QUEST_20151001_002661	為了讓我的姊姊瓦卡麗涅能夠應付，雖然留下了線索，{nl}但不知道被撕碎的魔族所引發的波瀾會不會成為她的絆腳石。
QUEST_20151001_002662	年紀輕輕就被任命為主教亞烏雷利屋斯，才剛上任不久就死於不治之症。{nl}
QUEST_20151001_002663	遺言懇求，希望就算死後依然能代替梅伊班執行神聖使命，教團認可了他的願望。
QUEST_20151001_002664	對不起，高曼隊長。{nl}因為怪物的襲擊而無法執行任務。{nl}
QUEST_20151001_002665	可以回來是件好事，就先休息吧。{nl}這任務要交給其他人負責了。
QUEST_20151001_002666	對了，只要觸碰一個的話，這附近的東西也會受到影響，一定要好好想想。{nl}什麼東西該打開已經用紙條給你了，那就拜託了。
QUEST_20151001_002667	讓我瞧瞧… 現在只要啟動左方神壇就可以了。{nl}對了，只要啟動一個的話，它附近的神壇也會受到影響，務必要好好地思考。
QUEST_20151001_002668	讓我瞧瞧… 現在只要啟動上方神壇就可以了。{nl}對了，如果啟動一個的話，它附近的神壇也會受到影響，務必要好好地思考。
QUEST_20151001_002669	讓我瞧瞧… 現在只要啟動右邊神壇就可以了。{nl}對了，如果啟動一個的話，它附近的神壇也會受到影響，務必要好好地思考。
QUEST_20151001_002670	讓我瞧瞧… 現在只要啟動下方神壇就可以了。{nl}對了，如果啟動一個的話，它附近的神壇也會受到影響，務必要好好地思考。
QUEST_20151001_002671	真理之樹教團是崇拜矗立在王都內的神樹，{nl}人類的貪婪高於天，所以神樹直接處罰愚笨的人類。{nl}
QUEST_20151001_002672	真理之樹教團是神樹選擇人後，為了開創新時代而走在前頭。
QUEST_20151001_002673	馬勒奇利斯曾經說過。救援不是簡單就可以做到的事情，{nl}現在我們做的事情只是洗清愚笨者的罪的同時也洗清自己的罪孽。{nl}在這過程中死亡的信徒是因為他們太弱的關係，所以只有可以忍受的人才可以獲得救援。
QUEST_20151001_002674	那個叫做尤塔的邪靈祭司來到地下墓穴之前，比他先到的是真理之樹教團的傢伙們。{nl}就，受到澤米娜女神裡認可的正式祭司?{nl}
QUEST_20151001_002675	這裡是受到澤米娜女神祝福的土地，自己在這裡履行女神的旨意。{nl}那個我該怎麼說呢。
QUEST_20151001_002676	假箱子
QUEST_20151001_002677	不是這箱子的樣子。
QUEST_20151001_002678	破壞教團的聖物不夠，拉伊爾竟然解開了…{nl}
QUEST_20151001_002679	那個代價就用你的命來還吧！
QUEST_20151001_002680	真理的信物
QUEST_20151001_002681	真理的信物展現光芒的時候，聖物的氣息慢慢消失。
QUEST_20151001_002682	神秘的少女和光芒一起出現。交談看看。
QUEST_20151001_002683	神秘的少女不發一語往某處跑去。跟上去看看。
QUEST_20151001_002684	奇怪的籃子
QUEST_20151001_002685	惡臭刺鼻。像是藏很久的糧食。
QUEST_20151001_002686	神秘的少女再次和光芒一起出現。
QUEST_20151001_002687	快點來！ 沒有時間了！{nl}用我的力量只能到這裡！
QUEST_20151001_002688	阿爾多納！ 基特洛內！{nl}就是現在！
QUEST_20151001_002689	阿爾多納，基特洛內… {nl}因為我的無力，讓你們到這邊要解決負擔，真對不起。{nl}
QUEST_20151001_002690	但是也沒有時間耽擱了，{nl}你們帶來的就是救世者… 可以阻擋這裡災厄的力量擁有者。{nl}
QUEST_20151001_002691	對救世者來說，他是我找來幫忙的。{nl}你們快點準備製作暮星之鑰。{nl}
QUEST_20151001_002692	我內心的虛無感要靠殺死多少魔族才能滿足？{nl}將女神所交付的偉大使命全部準備好後，只剩下既長又無聊人生的每個片刻。
QUEST_20151001_002693	哎呀，我以為要望眼欲穿等到死了呢。{nl}所以說，你這次可以老老實實地死掉就好了。
QUEST_20151001_002694	假的啟示… 用這個東西煽動我後要害我？{nl}拉伊瑪誠心準備的東西，竟然那麼掩人耳目，真令人痛心。{nl}
QUEST_20151001_002695	但是你們準備的東西也是對我無可奈何。{nl}看也知道是絕對的力量差異，連頭也不會的低的愚蠢真讓人覺得可笑。{nl}
QUEST_20151001_002696	沒錯。我感受到了真正啟示所在地，{nl}我們再拚一次看看。
QUEST_20151001_002697	藏著啟示的地方大概就是這裡嗎。
QUEST_20151001_002698	魔君主馬魯若斯
QUEST_20151001_002699	跟隨女神的這些傢伙都一樣笨啊！{nl}這樣碰上來還認不出我！{nl}我等著你們這些傢伙自己慢慢進來這個地方。
QUEST_20151001_002700	處理你之後，我會折磨那個祭直到我打開箱子為止。
QUEST_20151001_002701	多虧你，我靈魂已經全部收集好了。{nl}但是這個… 這不就是可以讓我靈魂復原的還原鎖鍊嗎？{nl}
QUEST_20151001_002702	採集發光的苔癬
QUEST_20151001_002703	採集了發光的苔癬！
QUEST_20151001_002704	苔癬採集失敗了！
QUEST_20151001_002705	獲得了緝拿菇菇！
QUEST_20151016_002706	So, this stone slate is the Light of Salvation?{nl}It looks like just an old slate to me.
QUEST_20151016_002707	A new disaster is brewing in this prison.{nl}The demons are invading through the dimensional crack, {nl}and are trying to take over this prison as a new base.{nl}
QUEST_20151016_002708	{nl}I would say that the world has grown to such a state that it cannot live without us.{nl}Developing the Crystal Mines, providing construction materials to the Astral Tower and the Great Cathedral.{nl}We, the Kedoran Merchant Alliance, are the ones that made such feats possible.
QUEST_20151016_002709	{nl}However, areas nearby suffered enormous damage on Medzio Diena. {nl}A great deal of our original power was lost, and thereafter, we could only do what we knew we could do.
QUEST_20151016_002710	Behold.{nl}This is the result of the great disaster.
QUEST_20151016_002711	However, it seems like the disaster has only begun.{nl}The demons are looking for the Light of Salvation.{nl}
QUEST_20151016_002712	這樣下去的話，這世界… {nl}全部的生命都會遭受滅絕。{nl}
QUEST_20151016_002713	請幫幫忙…{nl}
QUEST_20151016_002714	只有你… {nl}只有啟示者可以拯救世界…{nl}
QUEST_20151016_002715	前往柯拉佩達…{nl}務必從魔族手中.. 守護住救贖之光。
QUEST_20151016_002716	While I may have built my sanctum here, {nl}the materials for making a goddess scripture is found elsewhere. {nl}Thus, we have founded this religious organization,{nl}to look for the records of the Ancient Sages of the Rhud Order.
QUEST_20151016_002717	凱都拉商團佈告欄
QUEST_20151016_002718	This vicinity is Kedoran Merchant Alliance's excavation site.
QUEST_20151016_002719	凱都拉商團… 收下了優惠，{nl}不知怎麼地，有氣息湧出。
QUEST_20151016_002720	The Kedoran Merchant Alliance's good is near the upper right corner.
QUEST_20151016_002721	The Kedoran Merchant Alliance's good is near upper end.
QUEST_20151016_002722	Kedoran Merchant Alliance's good is near the upper left corner.
QUEST_20151016_002723	The Kedoran Merchant Alliance's good is a bit far away in the upper right corner.
QUEST_20151016_002724	Kedoran Merchant Alliance's good is a bit far away in the upper end.
QUEST_20151016_002725	Kedoran Merchant Alliance's good is a bit far away in the upper left corner.
QUEST_20151016_002726	Kedoran Merchant Alliance's good is a far away in the upper right corner.
QUEST_20151016_002727	Kedoran Merchant Alliance's good is a far away in the upper end.
QUEST_20151016_002728	Kedoran Merchant Alliance's good is a far away in the upper left corner.
QUEST_20151016_002729	They say what is the use in the world with disappeared goddesses, but we believe goddesses will one day return and save us.{nl}Is it wrong to pray so that the day will come sooner?{nl}These monuments were built with our devotion from our praying hearts.{nl}Until some strange person came and destroyed the monuments, it symbolized our prayers.
