ITEM_20150317_000001	Empty_helmet
ITEM_20151022_007453	這服飾在過去一千年幾乎沒有變化，忠實於傳統的外型。
ITEM_20151022_007454	擊劍手套裝
ITEM_20151022_007455	重砲手套裝
ITEM_20151022_007456	苦無
ITEM_20151022_007457	火焰放射器
ITEM_20151022_007458	碎片壇子
ITEM_20151022_007459	屍體碎片增加+30，可以從死靈法師大師哪裡取得，點擊滑鼠右鍵使用。
ITEM_20151022_007460	經驗值加速器
ITEM_20151022_007461	令角色等級提升至170級，點擊滑鼠右鍵使用。
ITEM_20151022_007462	2階卡片
ITEM_20151022_007463	將角色1階的職業等級提升至15，只有1階時可使用，點擊滑鼠右鍵使用。
ITEM_20151022_007464	3階卡片
ITEM_20151022_007465	將角色2階的職業等級提升至15，只有2階時可使用，點擊滑鼠右鍵使用。
ITEM_20151022_007466	4階卡片
ITEM_20151022_007467	將角色3階的職業等級提升至15，只有3階時可使用，點擊滑鼠右鍵使用。
ITEM_20151022_007468	5階卡片
ITEM_20151022_007469	將角色4階的職業等級提升至15，只有4階時可使用，點擊滑鼠右鍵使用。
ITEM_20151022_007470	6階卡片
ITEM_20151022_007471	將角色5階的職業等級提升至15，只有5階時可使用，點擊滑鼠右鍵使用。
ITEM_20151022_007472	鐵甲殘魔的魔方
ITEM_20151022_007473	使用之後，好像可以獲得無法得知的東西。點擊滑鼠右鍵使用。
ITEM_20151022_007474	可憎的死亡魔女的魔方
ITEM_20151022_007475	陰森的死靈查普利的魔方
ITEM_20151022_007476	大地的神殿射手的魔方
ITEM_20151022_007477	大地的肯瑟琳的魔方
ITEM_20151022_007478	大地的亞崑的魔方
ITEM_20151022_007479	激烈的地獄三頭犬的魔方
ITEM_20151022_007480	吵雜的瑪因洛德的魔方
ITEM_20151022_007481	庫巴斯的魔方
ITEM_20151022_007482	地獄亡靈的魔方
ITEM_20151022_007483	燃燒的火焰權杖的魔方
ITEM_20151022_007484	充滿憤怒的夏勒琵雅的魔方
ITEM_20151022_007485	喀拉庫曼的魔方
ITEM_20151022_007486	提線木偶的魔方
ITEM_20151022_007487	圖拉漢的魔方
ITEM_20151022_007488	機角卡洛斯的魔方
ITEM_20151022_007489	鬼影凱伊洛的魔方
ITEM_20151022_007490	大魔法師火焰權杖的魔方
ITEM_20151022_007491	守衛犬地獄三頭犬的魔方
ITEM_20151022_007492	瑪因洛德的魔方
ITEM_20151022_007493	橘色夏勒琵雅的魔方
ITEM_20151022_007494	孟堤肯的魔方
ITEM_20151022_007495	邪惡地獄亡靈的魔方
ITEM_20151022_007496	莫雷克的魔方
ITEM_20151022_007497	惡魔葛洛夫碎片
ITEM_20151022_007498	低階寶石研磨劑
ITEM_20151022_007499	中階寶石研磨劑
ITEM_20151022_007500	高階寶石研磨劑
ITEM_20151022_007501	最高階寶石研磨劑
ITEM_20151022_007502	藍色寶珠：凱帕
ITEM_20151022_007503	召喚怪物。召喚出來的怪物會和我軍一起戰鬥。維持180秒。點擊滑鼠右鍵使用。
ITEM_20151022_007504	藍色寶珠：竹葉蟲
ITEM_20151022_007505	藍色寶珠：粉紅小花怪
ITEM_20151022_007506	藍色寶珠：奇奈希
ITEM_20151022_007507	藍色寶珠：礦石龜
ITEM_20151022_007508	藍色寶珠：卓柏卡布拉
ITEM_20151022_007509	藍色寶珠：波波小獅王
ITEM_20151022_007510	藍色寶珠：韋伯
ITEM_20151022_007511	藍色寶珠：波庫布
ITEM_20151022_007512	藍色寶珠：赤紅凱帕
ITEM_20151022_007513	藍色寶珠：幽格普斯
ITEM_20151022_007514	藍色寶珠：布貝掠奪者
ITEM_20151022_007515	藍色寶珠：拉普拉沃
ITEM_20151022_007516	藍色寶珠：布貝礦夫
ITEM_20151022_007517	藍色寶珠：蝙蝠
ITEM_20151022_007518	藍色寶珠：石頭歐魯卡
ITEM_20151022_007519	藍色寶珠：撕裂者
ITEM_20151022_007520	藍色寶珠：約克巴伊特
ITEM_20151022_007521	藍色寶珠：布貝弓箭手
ITEM_20151022_007522	藍色寶珠：布貝魔法師
ITEM_20151022_007523	藍色寶珠：水晶蜘蛛
ITEM_20151022_007524	藍色寶珠：布貝咒術師
ITEM_20151022_007525	藍色寶珠：布貝鬥士
ITEM_20151022_007526	藍色寶珠：傑克諾茲
ITEM_20151022_007527	藍色寶珠：潘圖領路人
ITEM_20151022_007528	藍色寶珠：克魯莫
ITEM_20151022_007529	藍色寶珠：小綠頭鴨
ITEM_20151022_007530	藍色寶珠：里普萊依
ITEM_20151022_007531	藍色寶珠：潘圖
ITEM_20151022_007532	藍色寶珠：潘圖魔法師
ITEM_20151022_007533	藍色寶珠：潘圖戰士
ITEM_20151022_007534	藍色寶珠：地鼠獸弓箭手
ITEM_20151022_007535	藍色寶珠：綠色普朗基
ITEM_20151022_007536	藍色寶珠：彼蘭特
ITEM_20151022_007537	藍色寶珠：報喪女妖
ITEM_20151022_007538	藍色寶珠：棕色吉嘎利
ITEM_20151022_007539	藍色寶珠：賀敏勃德
ITEM_20151022_007540	藍色寶珠：死產斯凱伯魔法師
ITEM_20151022_007541	藍色寶珠：希德米亞
ITEM_20151022_007542	藍色寶珠：寇里佛拉伊弓箭師
ITEM_20151022_007543	藍色寶珠：潘圖弓箭手
ITEM_20151022_007544	藍色寶珠：綠頭鴨
ITEM_20151022_007545	藍色寶珠：巨大潘圖標槍兵
ITEM_20151022_007546	藍色寶珠：棕色羅德林
ITEM_20151022_007547	藍色寶珠：提努
ITEM_20151022_007548	藍色寶珠：提皮歐
ITEM_20151022_007549	藍色寶珠：圖約勒
ITEM_20151022_007550	藍色寶珠：畢托爾
ITEM_20151022_007551	藍色寶珠：夏烏爾拉伯弓箭手
ITEM_20151022_007552	藍色寶珠：暗黑麥茲
ITEM_20151022_007553	藍色寶珠：歐爾塔倫
ITEM_20151022_007554	藍色寶珠：赤紅路克史頓
ITEM_20151022_007555	藍色寶珠：伍潘特
ITEM_20151022_007556	藍色寶珠：卡羅
ITEM_20151022_007557	藍色寶珠：提尼弓箭手
ITEM_20151022_007558	藍色寶珠：卡樂卡修
ITEM_20151022_007559	藍色寶珠：曼陀羅之樹
ITEM_20151022_007560	藍色寶珠：畢特羅斯
ITEM_20151022_007561	藍色寶珠：提尼魔法師
ITEM_20151022_007562	藍色寶珠：羅德林
ITEM_20151022_007563	藍色寶珠：約諾溫
ITEM_20151022_007564	藍色寶珠：死亡魔特斯
ITEM_20151022_007565	藍色寶珠：葛利查頓
ITEM_20151022_007566	藍色寶珠：寇利羅斯
ITEM_20151022_007567	藍色寶珠：卡露克
ITEM_20151022_007568	藍色寶珠：朋德爾
ITEM_20151022_007569	藍色寶珠：朋德
ITEM_20151022_007570	藍色寶珠：伊諾溫
ITEM_20151022_007571	藍色寶珠：綠色幻影亡靈
ITEM_20151022_007572	藍色寶珠：蔻利達伊爾
ITEM_20151022_007573	藍色寶珠：因普羅大嘴怪弓箭手
ITEM_20151022_007574	藍色寶珠：刺球怪
ITEM_20151022_007575	藍色寶珠：寇里妖花
ITEM_20151022_007576	藍色寶珠：貝里克洛
ITEM_20151022_007577	藍色寶珠：樹根貝里
ITEM_20151022_007578	藍色寶珠：歐涪羅
ITEM_20151022_007579	藍色寶珠：奴德克奇
ITEM_20151022_007580	藍色寶珠：格羅爾
ITEM_20151022_007581	藍色寶珠：藍色普拉卡大食花
ITEM_20151022_007582	藍色寶珠：梅羅葛毒針術士
ITEM_20151022_007583	藍色寶珠：梅羅葛咒術師
ITEM_20151022_007584	藍色寶珠：切波勒
ITEM_20151022_007585	藍色寶珠：梅修花怪
ITEM_20151022_007586	藍色寶珠：阿蒙
ITEM_20151022_007587	藍色寶珠：因普羅大嘴怪咒術師
ITEM_20151022_007588	藍色寶珠：地下墓穴蠟燭蜘蛛
ITEM_20151022_007589	藍色寶珠：地下墓穴蘑菇卡邦
ITEM_20151022_007590	藍色寶珠：地下墓穴瑪冠特
ITEM_20151022_007591	藍色寶珠：地下墓穴竹葉蟲
ITEM_20151022_007592	藍色寶珠：老的克洛紐特毒針術士
ITEM_20151022_007593	藍色寶珠：腐爛的寇里佛拉伊弓箭手
ITEM_20151022_007594	藍色寶珠：吞吐斯
ITEM_20151022_007595	藍色寶珠：丹德爾
ITEM_20151022_007596	藍色寶珠：皮諾
ITEM_20151022_007597	藍色寶珠：賈沛圖
ITEM_20151022_007598	藍色寶珠：青苔克洛普斯
ITEM_20151022_007599	藍色寶珠：吉努特
ITEM_20151022_007600	藍色寶珠：沙漠卓柏卡布拉
ITEM_20151022_007601	藍色寶珠：溫迪戈
ITEM_20151022_007602	藍色寶珠：杜瑪洛
ITEM_20151022_007603	藍色寶珠：溫迪戈弓箭手
ITEM_20151022_007604	藍色寶珠：溫迪戈魔法師
ITEM_20151022_007605	藍色寶珠：薩厄加
ITEM_20151022_007606	藍色寶珠：堤肯
ITEM_20151022_007607	藍色寶珠：圖肯
ITEM_20151022_007608	藍色寶珠：羅佛特倫
ITEM_20151022_007609	藍色寶珠：拉屋地奴泰那
ITEM_20151022_007610	藍色寶珠：霍克瑪弓箭手
ITEM_20151022_007611	藍色寶珠：神殿奴隸博學者
ITEM_20151022_007612	藍色寶珠：粉紅喬帕露卡
ITEM_20151022_007613	藍色寶珠：橘色南瓜精
ITEM_20151022_007614	藍色寶珠：暗黑利迪梅得
ITEM_20151022_007615	藍色寶珠：雷普斯兔子暗殺者
ITEM_20151022_007616	藍色寶珠：大地的樹林哥布林
ITEM_20151022_007617	藍色寶珠：大地的野蜘蛛
ITEM_20151022_007618	藍色寶珠：大地的凱帕長老
ITEM_20151022_007619	藍色寶珠：大地的柯里曼
ITEM_20151022_007620	藍色寶珠：大地的斯佩特拉
ITEM_20151022_007621	藍色寶珠：大地的幻影亡靈
ITEM_20151022_007622	藍色寶珠：大地的拉普拉沃
ITEM_20151022_007623	藍色寶珠：柯里曼魔法師
ITEM_20151022_007624	藍色寶珠：大地的撕裂者
ITEM_20151022_007625	藍色寶珠：大地的死產斯凱伯
ITEM_20151022_007626	藍色寶珠：大地的幽靈范托
ITEM_20151022_007627	藍色寶珠：霍克瑪戰鬥兵
ITEM_20151022_007628	藍色寶珠：霍克瑪戰士
ITEM_20151022_007629	藍色寶珠：森林花怪
ITEM_20151022_007630	藍色寶珠：霍克瑪看守者
ITEM_20151022_007631	藍色寶珠：霍克瑪咒術師
ITEM_20151022_007632	藍色寶珠：死產斯凱伯弓箭手
ITEM_20151022_007633	藍色寶珠：吞吐利亞
ITEM_20151022_007634	藍色寶珠：霍克瑪戰鬥隊長
ITEM_20151022_007635	藍色寶珠：雷普斯兔子魔法師
ITEM_20151022_007636	藍色寶珠：巴普
ITEM_20151022_007637	藍色寶珠：普巫葛
ITEM_20151022_007638	藍色寶珠：吉努特卡斯
ITEM_20151022_007639	藍色寶珠：卡拉斯
ITEM_20151022_007640	藍色寶珠：基努卡斯
ITEM_20151022_007641	藍色寶珠：暗黑蝙蝠
ITEM_20151022_007642	藍色寶珠：貝卡拉貝
ITEM_20151022_007643	藍色寶珠：畢卡拉斯
ITEM_20151022_007644	藍色寶珠：圖辛克
ITEM_20151022_007645	藍色寶珠：貝卡拉奴斯
ITEM_20151022_007646	藍色寶珠：休塔因
ITEM_20151022_007647	藍色寶珠：阿哈得
ITEM_20151022_007648	藍色寶珠：畢卡拉斯博學者
ITEM_20151022_007649	藍色寶珠：阿哈得魔法師
ITEM_20151022_007650	藍色寶珠：霍倫
ITEM_20151022_007651	藍色寶珠：貝奴凱洛斯
ITEM_20151022_007652	藍色寶珠：畢卡拉斯弓箭手
ITEM_20151022_007653	藍色寶珠：卡拉斯魔法師
ITEM_20151022_007654	藍色寶珠：梅達奇亞
ITEM_20151022_007655	藍色寶珠：羅斯拉特
ITEM_20151022_007656	藍色寶珠：瑪厄洛斯
ITEM_20151022_007657	藍色寶珠：橘色哈明
