QUEST_UNUSED_00000000_000000	UTF-8-DOM問題迴避用
QUEST_UNUSED_20151022_001909	Report to Cleric Submaster
QUEST_UNUSED_20151022_001910	You cleared out enough Lapes. Return to the Cleric Submaster.
QUEST_UNUSED_20151022_001911	Defeat Lapezards and Lapefighters
QUEST_UNUSED_20151022_001912	Talk to the Krivis Submaster
QUEST_UNUSED_20151022_001913	Talk with Krivis Submaster at Orsha
QUEST_UNUSED_20151022_001914	"""Hunt the monsters, fill the energy of the torch and light up the torch"""
QUEST_UNUSED_20151022_001915	Defeat the monsters to fill in the energy into the jewels. Light up the torch beside Krivis Submaster with full crystal.
QUEST_UNUSED_20151022_001916	Report to Krivis Submaster
QUEST_UNUSED_20151022_001917	The torch is burning well. Report to Krivis Submaster.
QUEST_UNUSED_20151022_001918	Talk with Priest Submaster
QUEST_UNUSED_20151022_001919	Talk with Priest Submaster at Orsha
QUEST_UNUSED_20151022_001920	"""Receive the blessing from Cleric, Krivi and Bokor Submasters"""
QUEST_UNUSED_20151022_001921	"""Priest Submaster asked you to receive the blessings from Cleric, Krivi, Bokor Submasters in Orsha into the sacred water."""
QUEST_UNUSED_20151022_001922	Report to Priest Submaster
QUEST_UNUSED_20151022_001923	You've received all blessings. Go back to Priest Submaster and report.
QUEST_UNUSED_20151022_001924	Defeat Yognomes at 63_3 of Bracken Forest
QUEST_UNUSED_20151022_001925	Swordsman Submaster asked you to defeat Yognomes at 63_3 of Bracken Forest.
QUEST_UNUSED_20151022_001926	You've defeated Yognomes. Go back to Swordsman Submaster and report.
QUEST_UNUSED_20151022_001927	Highlander Submaster asked you to defeat Yognomes at 63_3 of Bracken Forest to see how much you've grown up.
QUEST_UNUSED_20151022_001928	This seems enough. Go back to Highlander Submaster and report.
QUEST_UNUSED_20151022_001929	Defeat the monsters at 63_3 of Bracken Forest with the shield equipped and collect the essences
QUEST_UNUSED_20151022_001930	Peltasta Submaster wants to see how well you use the shield. Hunt for the monsters while equipped with as a shield at 63_3 of Bracken Forest and collect the essences.
QUEST_UNUSED_20151022_001931	You were able to collect the specified number of essences. Go back to Peltasta Submaster and report.
QUEST_UNUSED_20151022_001932	Defeat the monsters at 63_3 of Bracken Forest and collect %s
QUEST_UNUSED_20151022_001933	Talk with Hoplite Master at Orsha
QUEST_UNUSED_20151022_001934	Hoplite Master asked you to defeat Yognomes at 63_3 of Bracken Forest
QUEST_UNUSED_20151022_001935	You've defeated Yognomes. Go back to Hoplite Master and report.
QUEST_UNUSED_20151022_001936	Talk with Barbarian Submaster
QUEST_UNUSED_20151022_001937	Talk with Barbarian Submaster at Paupys Crossing
QUEST_UNUSED_20151022_001938	Defeat Yognomes at 63_3 of Bracken Forest
QUEST_UNUSED_20151022_001939	Barbarian Submaster wants to know your belligerence. Defeat Yognomes at 63_3 of Bracken Forest to prove your belligerence.
QUEST_UNUSED_20151022_001940	Report to Barbarian Submaster
QUEST_UNUSED_20151022_001941	You've defeated Yognomes. Go back to Barbarian Submaster and report.
QUEST_UNUSED_20151022_001942	Defeat Yognomes
QUEST_UNUSED_20151022_001943	Cure the refugees at Lemprasa Pond with the ointment
QUEST_UNUSED_20151022_001944	Cleric Submaster asked you to cure the refugees at Lemprasa Pond. Help them with the ointment you've received.
QUEST_UNUSED_20151022_001945	It seems that there aren't any more emergent patients. Go back to Cleric Master and report.
QUEST_UNUSED_20151022_001946	"""Pray in front of the statues of the goddesses at Lemprasa pond, Linked Bridges and Paupys Crossing."""
QUEST_UNUSED_20151022_001947	"""Krivis Submaster has asked you to contribute the goods and pray in front of the statues of the goddesses at Lemprasa Pond, Linked Bridges and Paupys Crossing."""
QUEST_UNUSED_20151022_001948	You've done all praying. Go back to Krivis Master and report.
QUEST_UNUSED_20151022_001949	"""Obtain herbs from Lemprasa Pond, Linked Bridges and Paupys Crossing."""
QUEST_UNUSED_20151022_001950	"""Priest Submaster asked you to obtain herbs from Lemprasa Pond, Linked Bridges and Paupys Crossing to use them to make the ointment."""
QUEST_UNUSED_20151022_001951	Acquired all the herbs. Hand them over to Priest Submaster.
QUEST_UNUSED_20151022_001952	Dig %s from 63_1 of Bracken Forest
QUEST_UNUSED_20151022_001953	Dig %s from 63_2 of Bracken Forest
QUEST_UNUSED_20151022_001954	Dig %s from 63_3 of Bracken Forest
QUEST_UNUSED_20151022_001955	Talk with Bokor Submaster
QUEST_UNUSED_20151022_001956	Talk with Bokor Submaster at Orsha
QUEST_UNUSED_20151022_001957	Create Bokor Doll by collecting the materials
QUEST_UNUSED_20151022_001958	You've received the recipe of the doll. Collect the materials that are stated in the recipe and make the Bokor Doll.
QUEST_UNUSED_20151022_001959	Report to Bokor Submaster
QUEST_UNUSED_20151022_001960	You've succeeded in creating a doll. Go back to Bokor Submaster and report.
QUEST_UNUSED_20151022_001961	You would need tools to create something [Dievdirbys Advancement]
QUEST_UNUSED_20151022_001962	Talk with Dievdirbys Submaster
QUEST_UNUSED_20151022_001963	Talk with Dievdirbys Submaster at Linked Bridges Forest
QUEST_UNUSED_20151022_001964	Go meet the blacksmith in Orsha to pass the request of Dievdirbys Submaster
QUEST_UNUSED_20151022_001965	Talk with the blacksmith in Orsha and ask him about the necessary materials
QUEST_UNUSED_20151022_001966	Collect the lumps of plates from Yognomes at 63_3 of Bracken Forest
QUEST_UNUSED_20151022_001967	Defeat Yognomes at 63_3 of Bracken Forest and collect the lumps of plates.
QUEST_UNUSED_20151022_001968	Pass the lumps of plates to the blacksmith in Orsha
QUEST_UNUSED_20151022_001969	Acquired enough lumps of plates. Hand them over to the blacksmith in Orsha.
QUEST_UNUSED_20151022_001970	Collect %s from Yognomes
QUEST_UNUSED_20151022_001971	Talk with the blacksmith in Orsha and receive the chisel
QUEST_UNUSED_20151022_001972	Pass the chisel to Dievdirbys Submaster
QUEST_UNUSED_20151022_001973	Pass the chisel to Dievdirbys Submaster
QUEST_UNUSED_20151022_001974	Pass %s to Dievdirbys Submaster
QUEST_UNUSED_20151022_001975	Defeat monsters using the skills of Highlander
QUEST_UNUSED_20151022_001976	Highlander Submaster wants to check how much you've learned so far. Defeat monsters using the skills of Highlander.
QUEST_UNUSED_20151022_001977	You've used the skills a lot. Go back to Highlander Submaster and report.
QUEST_UNUSED_20151022_001978	Defeat Chapparition at Karolis Springs
QUEST_UNUSED_20151022_001979	Defeat Chapparition at Karolis Springs for the advancement
QUEST_UNUSED_20151022_001980	You've succeeded in defeating Chapparition. Go back to Peltasta Submaster and report.
QUEST_UNUSED_20151022_001981	Defeat Sparnasman at 64_2 of Bracken Monastery
QUEST_UNUSED_20151022_001982	Hoplite told you that the monsters which you lost long time ago are bothering humans. Defeat Sparnasman at 64_2 of Bracken Monastery and bring me the broken end of the master's spear.
QUEST_UNUSED_20151022_001983	You've found the broken end of the spear of the master. Hand it back to Hoplite Master.
QUEST_UNUSED_20151022_001984	Obtain %s from Sparnasman
QUEST_UNUSED_20151022_001985	Defeat monsters at Feretory Hills with the basic status
QUEST_UNUSED_20151022_001986	Barbarian Submaster wants you to defeat the monsters at Feretory Hills without any enhancement effects.
QUEST_UNUSED_20151022_001987	It seems that you've passed the assignment of Barbarian Submaster. Go back to him and report.
QUEST_UNUSED_20151022_001988	Talk with Rodelero Master at Orsha.
QUEST_UNUSED_20151022_001989	Rodelero Master wants you to bring the shield that is advanced upto about 4 levels. Enhance the shield type equipment and get acknowledged by Rodelero Master.
QUEST_UNUSED_20151022_001990	Talk with Catapract Master at Orsha.
QUEST_UNUSED_20151022_001991	Defeat Beast-type monsters at Feretory Hills
QUEST_UNUSED_20151022_001992	Defeat Beast-type monsters at Feretory Hills and prove your skills to Catapract Master.
QUEST_UNUSED_20151022_001993	This would be enough. Go back to Catapract Master and report.
QUEST_UNUSED_20151022_001994	Purify the wounded monsters with the power of jewel
QUEST_UNUSED_20151022_001995	Fight against the monsters at Feretory Hills and hurt them and purify the monsters using the jewel. Collect the ashes of the monsters after purification.
QUEST_UNUSED_20151022_001996	The ashes of the monsters have been collected enough. Return them to Krivis Master.
QUEST_UNUSED_20151022_001997	Purify the monsters and collect %s
QUEST_UNUSED_20151022_001998	Defeat the monsters at Feretory Hills
QUEST_UNUSED_20151022_001999	Defeat the monsters at Feretory Hills to prove that you can protect yourself while travelling
QUEST_UNUSED_20151022_002000	"""Now, Priest Submaster will be relieved with this. Go back to her and report."""
QUEST_UNUSED_20151022_002001	"""Now, go meet Bokor Submaster at Orsha."""
QUEST_UNUSED_20151022_002002	Bokor Submaster asked you to bring the cards that you can obtain from boss monsters.
QUEST_UNUSED_20151022_002003	Hand over the cards to Bokor Submaster
QUEST_UNUSED_20151022_002004	Acquired the boss monster card. Hand over the card to Bokor Submaster.
QUEST_UNUSED_20151022_002005	Obtain the horn of Sparnasman from 64_2 of the Bracken Monastery
QUEST_UNUSED_20151022_002006	Dievdirbys Submaster wants you to obtain the horns of Sparnasman which is the necessary material for carving. Defeat Sparnasman at 64_2 of Bracken Monastery.
QUEST_UNUSED_20151022_002007	Report to Dievdirbys Submaster
QUEST_UNUSED_20151022_002008	Acquired the horns of Sparnasman. Bring those back to Dievdirbys Submaster.
QUEST_UNUSED_20151022_002009	Obtain %s from Sparnasman
QUEST_UNUSED_20151022_002010	Talk with the spirit of Sadhu Master at Orsha
QUEST_UNUSED_20151022_002011	Defeat the monster that is bound to the energy of Sadhu Master at Feretory Hills
QUEST_UNUSED_20151022_002012	"""By using the energy obtained from Sadhu Master, you have to combine some parts of monsters at Feretory Hills. Absorb the spirit by defeating the monster that was combined to the energy."""
QUEST_UNUSED_20151022_002013	"""According to the number of spirits which Sadhu Master suggested, you've collected the spirits of the monsters. Go back to the spirit of her at Orsha and report."""
QUEST_UNUSED_20151022_002014	Paladin Submaster
QUEST_UNUSED_20151022_002015	Talk with Paladin Submaster at Orsha.
QUEST_UNUSED_20151022_002016	Defeat monsters at Feretory Hills to show the power of Paladin Submaster
QUEST_UNUSED_20151022_002017	Report to Paladin Submaster
QUEST_UNUSED_20151022_002018	You've defeated enough number of monsters. Go back to Paladin Submaster and report.
QUEST_UNUSED_20151022_002019	Collect the broken ends of Hoplite's spears
QUEST_UNUSED_20151022_002020	Defeat the monsters at Apsimesti Crossroads and collect the broken ends of the spears of the other hoplites.
QUEST_UNUSED_20151022_002021	You've collected enough number of spear ends. Go back to Hoplite Master and report.
QUEST_UNUSED_20151022_002022	Collect %s from the monsters from Apsimesti Crossroads
QUEST_UNUSED_20151022_002023	Defeat the monsters at Apsimesti Crossroads without using the shield
QUEST_UNUSED_20151022_002024	Defeat the monsters at Apsimesti Crossroads without the shield equipped.
QUEST_UNUSED_20151022_002025	You've been proven to be strong without relying on the shield. Go back to Rodelero Master and report.
QUEST_UNUSED_20151022_002026	Defeat monsters at Apsimesti Crossroads while mounting on a Companion
QUEST_UNUSED_20151022_002027	"""For a Cataphract, companions are as useful as the spears. Defeat the monsters at Apsimesti Crossroads"""
QUEST_UNUSED_20151022_002028	It has been proven that you have wonderful synergy with your companion. Go back to Cataphract Master and report.
QUEST_UNUSED_20151022_002029	Defeat the monsters at Apsimesti Crossroads
QUEST_UNUSED_20151022_002030	Bokor Submaster asked you to defeat the monsters at Apsimesti Crossroads to check your skills as a Bokor.
QUEST_UNUSED_20151022_002031	It seems that you've defeated enough monsters. Go back to Bokor Submaster and report.
QUEST_UNUSED_20151022_002032	Defeat the monsters at Apsimesti Crossroads
QUEST_UNUSED_20151022_002033	Repairing the Goddess Statue [Dievdirbys Advancement]
QUEST_UNUSED_20151022_002034	Collect the lumps of oil of Ashulongs from Aqueduct region
QUEST_UNUSED_20151022_002035	We should create the perfumed oil for repairs of the statues of the goddesses. Collect the lumps of oil of Ashulongs to make the perfumed oil from Aqueduct region.
QUEST_UNUSED_20151022_002036	Acquired enough oil lumps. Bring those back to Dievdirbys Submaster.
QUEST_UNUSED_20151022_002037	Repair the statues of the goddesses that are located in Fedimian and Orsha
QUEST_UNUSED_20151022_002038	Acquired enough perfumed oil. Please take care of the statues of Goddess Vakarine at Fedimian and Orsha.
QUEST_UNUSED_20151022_002039	You've finished taking care of all statues of the goddesses. Go back to Dievdirbys Submaster.
QUEST_UNUSED_20151022_002040	You've defeated all monsters that threaten the villagers. Go back to the spirit of Sadhu Master in Orsha and report.
QUEST_UNUSED_20151022_002041	Defeat Red Tree Ambuloes at Apsimesti Crossroads
QUEST_UNUSED_20151022_002042	Meet with the Paladin Submaster
QUEST_UNUSED_20151022_002043	Talk with Paladin Submaster at Orsha
QUEST_UNUSED_20151022_002044	Defeat the monsters that are coming from the abandoned altar at Big Starving Demon's Road
QUEST_UNUSED_20151022_002045	"""React the ole relics that you've obtained from Paladin Submaster to the abandoned altar at Big Starving Demon's Road. And then, you should defeat all monsters that would appear."""
QUEST_UNUSED_20151022_002046	You've defeated all monsters that appeared. Go back to Paladin Submaster and report.
QUEST_UNUSED_20151022_002047	Defeat the monsters near the altar
